Datum,Unternehmenscode,Schlusspreis
2024-09-19,EA,140.7400
2024-09-18,EA,140.4500
2024-09-17,EA,142.5900
2024-09-16,EA,146.5200
2024-09-13,EA,145.8300
2024-09-12,EA,144.7500
2024-09-11,EA,143.7000
2024-09-10,EA,143.8000
2024-09-09,EA,144.3000
2024-09-06,EA,144.0100
2024-09-05,EA,145.9100
2024-09-04,EA,147.0800
2024-09-03,EA,146.2300
2024-08-30,EA,151.8200
2024-08-29,EA,150.2500
2024-08-28,EA,149.3200
2024-08-27,EA,149.2050
2024-08-26,EA,148.5600
2024-08-23,EA,147.6200
2024-08-22,EA,147.1300
2024-08-21,EA,149.7500
2024-08-20,EA,149.0500
2024-08-19,EA,149.6700
2024-08-16,EA,148.3600
2024-08-15,EA,147.0400
2024-08-14,EA,146.4600
2024-08-13,EA,146.9000
2024-08-12,EA,145.9100
2024-08-09,EA,146.6000
2024-08-08,EA,147.0200
2024-08-07,EA,144.4100
2024-08-06,EA,145.7300
2024-08-05,EA,145.5000
2024-08-02,EA,148.8300
2024-08-01,EA,148.4000
2024-07-31,EA,150.9400
2024-07-30,EA,149.1200
2024-07-29,EA,147.8500
2024-07-26,EA,145.1800
2024-07-25,EA,141.8000
2024-07-24,EA,141.1800
2024-07-23,EA,141.9900
2024-07-22,EA,143.2500
2024-07-19,EA,140.2000
2024-07-18,EA,146.5200
2024-07-17,EA,147.0000
2024-07-16,EA,146.6700
2024-07-15,EA,145.0000
2024-07-12,EA,145.6800
2024-07-11,EA,145.3000
2024-07-10,EA,144.0900
2024-07-09,EA,140.5800
2024-07-08,EA,139.6500
2024-07-05,EA,138.2600
2024-07-03,EA,138.6700
2024-07-02,EA,138.8800
2024-07-01,EA,137.3200
2024-06-28,EA,139.3300
2024-06-27,EA,139.5200
2024-06-26,EA,140.5700
2024-06-25,EA,140.6300
2024-06-24,EA,141.2300
2024-06-21,EA,139.0600
2024-06-20,EA,137.8500
2024-06-18,EA,138.1300
2024-06-17,EA,137.5300
2024-06-14,EA,135.9800
2024-06-13,EA,135.8700
2024-06-12,EA,135.6300
2024-06-11,EA,136.6900
2024-06-10,EA,136.2100
2024-06-07,EA,136.8200
2024-06-06,EA,137.4000
2024-06-05,EA,137.9600
2024-06-04,EA,136.5000
2024-06-03,EA,132.9900
2024-05-31,EA,132.8800
2024-05-30,EA,131.2300
2024-05-29,EA,131.9700
2024-05-28,EA,132.0500
2024-05-24,EA,135.0600
2024-05-23,EA,134.4000
2024-05-22,EA,135.1400
2024-05-21,EA,128.8500
2024-05-20,EA,128.3000
2024-05-17,EA,127.7500
2024-05-16,EA,129.1600
2024-05-15,EA,127.6200
2024-05-14,EA,126.5900
2024-05-13,EA,126.5800
2024-05-10,EA,127.1400
2024-05-09,EA,127.1200
2024-05-08,EA,125.2400
2024-05-07,EA,130.2400
2024-05-06,EA,130.5600
2024-05-03,EA,129.5600
2024-05-02,EA,128.5000
2024-05-01,EA,128.1800
2024-04-30,EA,126.8200
2024-04-29,EA,127.9000
2024-04-26,EA,127.9000
2024-04-25,EA,127.3100
2024-04-24,EA,128.1400
2024-04-23,EA,127.1400
2024-04-22,EA,127.1200
2024-04-19,EA,127.2700
2024-04-18,EA,125.6300
2024-04-17,EA,126.3100
2024-04-16,EA,126.5500
2024-04-15,EA,127.0500
2024-04-12,EA,127.8900
2024-04-11,EA,129.1800
2024-04-10,EA,129.3000
2024-04-09,EA,130.6900
2024-04-08,EA,130.0000
2024-04-05,EA,130.2900
2024-04-04,EA,129.5600
2024-04-03,EA,132.5200
2024-04-02,EA,132.1500
2024-04-01,EA,133.3400
2024-03-28,EA,132.6700
2024-03-27,EA,131.8700
2024-03-26,EA,130.9000
2024-03-25,EA,130.5200
2024-03-22,EA,131.7000
2024-03-21,EA,132.4800
2024-03-20,EA,132.3200
2024-03-19,EA,132.9600
2024-03-18,EA,132.4800
2024-03-15,EA,134.2700
2024-03-14,EA,135.0300
2024-03-13,EA,136.9600
2024-03-12,EA,136.0200
2024-03-11,EA,136.7300
2024-03-08,EA,135.1500
2024-03-07,EA,135.4000
2024-03-06,EA,135.5200
2024-03-05,EA,136.2800
2024-03-04,EA,138.8100
2024-03-01,EA,140.7900
2024-02-29,EA,139.4800
2024-02-28,EA,140.0800
2024-02-27,EA,139.5000
2024-02-26,EA,142.5800
2024-02-23,EA,142.5900
2024-02-22,EA,143.5200
2024-02-21,EA,141.1700
2024-02-20,EA,141.0400
2024-02-16,EA,142.2800
2024-02-15,EA,144.0500
2024-02-14,EA,143.0800
2024-02-13,EA,139.0000
2024-02-12,EA,137.5500
2024-02-09,EA,140.6100
2024-02-08,EA,138.8500
2024-02-07,EA,136.7500
2024-02-06,EA,135.2600
2024-02-05,EA,134.9400
2024-02-02,EA,136.6400
2024-02-01,EA,137.9200
2024-01-31,EA,137.5800
2024-01-30,EA,137.5500
2024-01-29,EA,138.5800
2024-01-26,EA,139.4200
2024-01-25,EA,138.9400
2024-01-24,EA,137.8600
2024-01-23,EA,139.1700
2024-01-22,EA,137.5700
2024-01-19,EA,137.7200
2024-01-18,EA,138.0300
2024-01-17,EA,136.6200
2024-01-16,EA,137.1500
2024-01-12,EA,137.9200
2024-01-11,EA,137.7400
2024-01-10,EA,137.6300
2024-01-09,EA,137.7200
2024-01-08,EA,136.4600
2024-01-05,EA,135.6100
2024-01-04,EA,135.9700
2024-01-03,EA,135.7100
2024-01-02,EA,135.7800
2023-12-29,EA,136.8100
2023-12-28,EA,136.7600
2023-12-27,EA,136.7100
2023-12-26,EA,137.2900
2023-12-22,EA,137.6700
2023-12-21,EA,137.8800
2023-12-20,EA,136.5900
2023-12-19,EA,138.5500
2023-12-18,EA,138.0900
2023-12-15,EA,138.8300
2023-12-14,EA,140.8500
2023-12-13,EA,142.3500
2023-12-12,EA,140.3300
2023-12-11,EA,138.5600
2023-12-08,EA,137.1400
2023-12-07,EA,135.5500
2023-12-06,EA,137.1400
2023-12-05,EA,137.4200
2023-12-04,EA,137.8200
2023-12-01,EA,137.7600
2023-11-30,EA,138.0100
2023-11-29,EA,137.3100
2023-11-28,EA,136.3800
2023-11-27,EA,137.1200
2023-11-24,EA,136.6000
2023-11-22,EA,136.1200
2023-11-21,EA,136.0600
2023-11-20,EA,135.4500
2023-11-17,EA,133.7000
2023-11-16,EA,133.4000
2023-11-15,EA,134.4300
2023-11-14,EA,134.4400
2023-11-13,EA,132.6800
2023-11-10,EA,132.7800
2023-11-09,EA,131.3000
2023-11-08,EA,130.7400
2023-11-07,EA,129.7300
2023-11-06,EA,129.2700
2023-11-03,EA,129.5900
2023-11-02,EA,128.2800
2023-11-01,EA,123.7800
2023-10-31,EA,123.7900
2023-10-30,EA,121.3100
2023-10-27,EA,122.6300
2023-10-26,EA,123.6400
2023-10-25,EA,125.7200
2023-10-24,EA,127.6600
2023-10-23,EA,126.3400
2023-10-20,EA,127.4400
2023-10-19,EA,128.2300
2023-10-18,EA,130.2600
2023-10-17,EA,131.0300
2023-10-16,EA,131.1400
2023-10-13,EA,131.2900
2023-10-12,EA,131.5700
2025-03-14,UBI.PA,13.1150
2025-03-13,UBI.PA,12.2800
2025-03-12,UBI.PA,12.6750
2025-03-11,UBI.PA,12.5800
2025-03-10,UBI.PA,13.4050
2025-03-07,UBI.PA,13.5850
2025-03-06,UBI.PA,13.4850
2025-03-05,UBI.PA,12.7450
2025-03-04,UBI.PA,12.1400
2025-03-03,UBI.PA,12.4900
2025-02-28,UBI.PA,12.2100
2025-02-27,UBI.PA,12.4350
2025-02-26,UBI.PA,12.2100
2025-02-25,UBI.PA,12.3200
2025-02-24,UBI.PA,11.8250
2025-02-21,UBI.PA,11.6250
2025-02-20,UBI.PA,11.5000
2025-02-19,UBI.PA,11.0950
2025-02-18,UBI.PA,11.2200
2025-02-17,UBI.PA,11.1300
2025-02-14,UBI.PA,11.3150
2025-02-13,UBI.PA,11.1350
2025-02-12,UBI.PA,10.8500
2025-02-11,UBI.PA,10.9000
2025-02-10,UBI.PA,10.9550
2025-02-07,UBI.PA,11.0300
2025-02-06,UBI.PA,11.1450
2025-02-05,UBI.PA,10.9250
2025-02-04,UBI.PA,11.0450
2025-02-03,UBI.PA,10.9900
2025-01-31,UBI.PA,11.1200
2025-01-30,UBI.PA,11.2000
2025-01-29,UBI.PA,11.4400
2025-01-28,UBI.PA,11.7150
2025-01-27,UBI.PA,11.7200
2025-01-24,UBI.PA,11.8850
2025-01-23,UBI.PA,11.1050
2025-01-22,UBI.PA,11.1400
2025-01-21,UBI.PA,11.2250
2025-01-20,UBI.PA,11.4450
2025-01-17,UBI.PA,11.7350
2025-01-16,UBI.PA,11.5500
2025-01-15,UBI.PA,12.1650
2025-01-14,UBI.PA,11.7000
2025-01-13,UBI.PA,11.8600
2025-01-10,UBI.PA,12.1350
2025-01-09,UBI.PA,12.3300
2025-01-08,UBI.PA,12.3500
2025-01-07,UBI.PA,13.0000
2025-01-06,UBI.PA,12.9050
2025-01-03,UBI.PA,12.6550
2025-01-02,UBI.PA,12.8600
2024-12-31,UBI.PA,13.1500
2024-12-30,UBI.PA,12.9000
2024-12-27,UBI.PA,12.8750
2024-12-24,UBI.PA,12.3450
2024-12-23,UBI.PA,12.6400
2024-12-20,UBI.PA,12.4250
2024-12-19,UBI.PA,12.4650
2024-12-18,UBI.PA,12.3000
2024-12-17,UBI.PA,12.5650
2024-12-16,UBI.PA,12.4900
2024-12-13,UBI.PA,12.1650
2024-12-12,UBI.PA,12.5450
2024-12-11,UBI.PA,12.7050
2024-12-10,UBI.PA,13.1850
2024-12-09,UBI.PA,13.2900
2024-12-06,UBI.PA,13.3200
2024-12-05,UBI.PA,11.7800
2024-12-04,UBI.PA,11.8050
2024-12-03,UBI.PA,11.7000
2024-12-02,UBI.PA,11.5750
2024-11-29,UBI.PA,12.4550
2024-11-28,UBI.PA,12.2500
2024-11-27,UBI.PA,12.0500
2024-11-26,UBI.PA,12.4500
2024-11-25,UBI.PA,12.7500
2024-11-22,UBI.PA,12.7200
2024-11-21,UBI.PA,12.4850
2024-11-20,UBI.PA,12.9400
2024-11-19,UBI.PA,13.3450
2024-11-18,UBI.PA,13.2950
2024-11-15,UBI.PA,13.5150
2024-11-14,UBI.PA,13.5900
2024-11-13,UBI.PA,13.3900
2024-11-12,UBI.PA,13.3750
2024-11-11,UBI.PA,13.4350
2024-11-08,UBI.PA,13.5250
2024-11-07,UBI.PA,13.6100
2024-11-06,UBI.PA,13.5000
2024-11-05,UBI.PA,13.4000
2024-11-04,UBI.PA,13.4850
2024-11-01,UBI.PA,14.1800
2024-10-31,UBI.PA,13.6350
2024-10-30,UBI.PA,13.3800
2024-10-29,UBI.PA,13.9350
2024-10-28,UBI.PA,13.4100
2024-10-25,UBI.PA,13.7600
2024-10-24,UBI.PA,13.3400
2024-10-23,UBI.PA,13.8100
2024-10-22,UBI.PA,13.7650
2024-10-21,UBI.PA,13.3900
2024-10-18,UBI.PA,13.2900
2024-10-17,UBI.PA,13.6650
2024-10-16,UBI.PA,13.0550
2024-10-15,UBI.PA,13.3900
2024-10-14,UBI.PA,13.4550
2024-10-11,UBI.PA,13.0000
2024-10-10,UBI.PA,13.0400
2024-10-09,UBI.PA,13.0550
2024-10-08,UBI.PA,13.0950
2024-10-07,UBI.PA,13.6500
2024-10-04,UBI.PA,14.2000
2024-10-03,UBI.PA,10.6350
2024-10-02,UBI.PA,10.3400
2024-10-01,UBI.PA,10.3350
2024-09-30,UBI.PA,10.1000
2024-09-27,UBI.PA,10.4800
2024-09-26,UBI.PA,9.8920
2024-09-25,UBI.PA,11.4200
2024-09-24,UBI.PA,11.9600
2024-09-23,UBI.PA,12.0200
2024-09-20,UBI.PA,12.2250
2024-09-19,UBI.PA,12.9100
2024-09-18,UBI.PA,12.6050
2024-09-17,UBI.PA,11.8300
2024-09-16,UBI.PA,11.3250
2024-09-13,UBI.PA,11.7250
2024-09-12,UBI.PA,11.6900
2024-09-11,UBI.PA,12.0050
2024-09-10,UBI.PA,13.2450
2024-09-09,UBI.PA,13.6700
2024-09-06,UBI.PA,14.7200
2024-09-05,UBI.PA,15.2450
2024-09-04,UBI.PA,15.5400
2024-09-03,UBI.PA,15.5000
2024-09-02,UBI.PA,16.3200
2024-08-30,UBI.PA,17.1900
2024-08-29,UBI.PA,17.2450
2024-08-28,UBI.PA,17.4950
2024-08-27,UBI.PA,17.4050
2024-08-26,UBI.PA,17.2950
2024-08-23,UBI.PA,16.9900
2024-08-22,UBI.PA,16.8750
2024-08-21,UBI.PA,17.0500
2024-08-20,UBI.PA,16.8350
2024-08-19,UBI.PA,16.8900
2024-08-16,UBI.PA,16.8850
2024-08-15,UBI.PA,16.9700
2024-08-14,UBI.PA,17.0650
2024-08-13,UBI.PA,17.1300
2024-08-12,UBI.PA,17.1300
2024-08-09,UBI.PA,16.8950
2024-08-08,UBI.PA,16.6150
2024-08-07,UBI.PA,17.0750
2024-08-06,UBI.PA,17.0500
2024-08-05,UBI.PA,17.1150
2024-08-02,UBI.PA,17.4850
2024-08-01,UBI.PA,18.3300
2024-07-31,UBI.PA,18.9950
2024-07-30,UBI.PA,18.8950
2024-07-29,UBI.PA,18.9550
2024-07-26,UBI.PA,18.8000
2024-07-25,UBI.PA,18.2850
2024-07-24,UBI.PA,18.9300
2024-07-23,UBI.PA,19.5150
2024-07-22,UBI.PA,19.7050
2024-07-19,UBI.PA,19.3750
2024-07-18,UBI.PA,22.5400
2024-07-17,UBI.PA,22.4800
2024-07-16,UBI.PA,22.0000
2024-07-15,UBI.PA,22.5000
2024-07-12,UBI.PA,22.5000
2024-07-11,UBI.PA,22.4100
2024-07-10,UBI.PA,22.4500
2024-07-09,UBI.PA,22.0200
2024-07-08,UBI.PA,21.2000
2024-07-05,UBI.PA,19.6600
2024-07-04,UBI.PA,19.5650
2024-07-03,UBI.PA,19.4700
2024-07-02,UBI.PA,19.5850
2024-07-01,UBI.PA,20.4700
2024-06-28,UBI.PA,20.4400
2024-06-27,UBI.PA,20.4400
2024-06-26,UBI.PA,20.7700
2024-06-25,UBI.PA,20.8100
2024-06-24,UBI.PA,21.1000
2024-06-21,UBI.PA,20.2200
2024-06-20,UBI.PA,21.2200
2024-06-19,UBI.PA,21.5700
2024-06-18,UBI.PA,21.3500
2024-06-17,UBI.PA,21.1100
2024-06-14,UBI.PA,21.3800
2024-06-13,UBI.PA,21.8200
2024-06-12,UBI.PA,21.9900
2024-06-11,UBI.PA,22.2100
2024-06-10,UBI.PA,23.1300
2024-06-07,UBI.PA,23.2800
2024-06-06,UBI.PA,23.0500
2024-06-05,UBI.PA,23.1900
2024-06-04,UBI.PA,22.8100
2024-06-03,UBI.PA,22.9700
2024-05-31,UBI.PA,22.4200
2024-05-30,UBI.PA,22.1400
2024-05-29,UBI.PA,21.4100
2024-05-28,UBI.PA,21.7900
2024-05-27,UBI.PA,22.0100
2024-05-24,UBI.PA,21.9200
2024-05-23,UBI.PA,21.0200
2024-05-22,UBI.PA,21.6600
2024-05-21,UBI.PA,21.6200
2024-05-20,UBI.PA,22.2500
2024-05-17,UBI.PA,21.2900
2024-05-16,UBI.PA,20.1900
2024-05-15,UBI.PA,23.3300
2024-05-14,UBI.PA,23.1600
2024-05-13,UBI.PA,22.4000
2024-05-10,UBI.PA,22.3000
2024-05-09,UBI.PA,22.2300
2024-05-08,UBI.PA,22.3100
2024-05-07,UBI.PA,22.4500
2024-05-06,UBI.PA,21.6400
2024-05-03,UBI.PA,21.9700
2024-05-02,UBI.PA,22.2100
2024-04-30,UBI.PA,22.1700
2024-04-29,UBI.PA,22.1200
2024-04-26,UBI.PA,21.8200
2024-04-25,UBI.PA,21.7200
2024-04-24,UBI.PA,21.6800
2024-04-23,UBI.PA,21.8000
2024-04-22,UBI.PA,21.7300
2024-04-19,UBI.PA,21.0600
2024-04-18,UBI.PA,21.1100
2024-04-17,UBI.PA,21.1700
2024-04-16,UBI.PA,20.2700
2024-04-15,UBI.PA,20.3900
2024-04-12,UBI.PA,20.4900
2024-04-11,UBI.PA,20.5800
2024-04-10,UBI.PA,20.8800
2024-04-09,UBI.PA,21.0500
2024-04-08,UBI.PA,20.7000
2024-04-05,UBI.PA,19.8150
2024-04-04,UBI.PA,19.8600
2024-04-03,UBI.PA,19.7850
2024-04-02,UBI.PA,19.7700
2024-03-28,UBI.PA,19.5050
2024-03-27,UBI.PA,19.5150
2024-03-26,UBI.PA,19.5450
2024-03-25,UBI.PA,19.0000
2024-03-22,UBI.PA,19.0550
2024-03-21,UBI.PA,19.0150
2024-03-20,UBI.PA,18.9400
2024-03-19,UBI.PA,18.8700
2024-03-18,UBI.PA,18.9900
2024-03-15,UBI.PA,18.9700
2024-03-14,UBI.PA,19.1750
2024-03-13,UBI.PA,19.8300
2024-03-12,UBI.PA,19.6000
2024-03-11,UBI.PA,19.3800
2024-03-08,UBI.PA,19.4200
2024-03-07,UBI.PA,20.1300
2024-03-06,UBI.PA,20.3100
2024-03-05,UBI.PA,20.3600
2024-03-04,UBI.PA,20.6900
2024-03-01,UBI.PA,20.8700
2024-02-29,UBI.PA,21.2000
2024-02-28,UBI.PA,21.3800
2024-02-27,UBI.PA,21.4100
2024-02-26,UBI.PA,21.9000
2024-02-23,UBI.PA,22.1500
2024-02-22,UBI.PA,22.5100
2024-02-21,UBI.PA,22.6000
2024-02-20,UBI.PA,22.9800
2024-02-19,UBI.PA,23.8000
2024-02-16,UBI.PA,24.2500
2024-02-15,UBI.PA,24.4700
2024-02-14,UBI.PA,24.3900
2024-02-13,UBI.PA,23.5700
2024-02-12,UBI.PA,23.6500
2024-02-09,UBI.PA,22.6700
2024-02-08,UBI.PA,19.9200
2024-02-07,UBI.PA,19.4200
2024-02-06,UBI.PA,19.8850
2024-02-05,UBI.PA,20.3800
2024-02-02,UBI.PA,20.2000
2024-02-01,UBI.PA,20.2100
2024-01-31,UBI.PA,20.5100
2024-01-30,UBI.PA,20.3300
2024-01-29,UBI.PA,20.3400
2024-01-26,UBI.PA,20.4800
2024-01-25,UBI.PA,20.3600
2024-01-24,UBI.PA,20.7700
2024-01-23,UBI.PA,20.4400
2024-01-22,UBI.PA,20.0000
2024-01-19,UBI.PA,19.8150
2024-01-18,UBI.PA,19.8350
2024-01-17,UBI.PA,19.6400
2024-01-16,UBI.PA,20.8200
2024-01-15,UBI.PA,22.4500
2024-01-12,UBI.PA,22.0300
2024-01-11,UBI.PA,21.8400
2024-01-10,UBI.PA,22.3000
2024-01-09,UBI.PA,22.6300
2024-01-08,UBI.PA,22.7700
2024-01-05,UBI.PA,22.3900
2024-01-04,UBI.PA,23.1300
2024-01-03,UBI.PA,23.1600
2024-01-02,UBI.PA,23.5100
2023-12-29,UBI.PA,23.1100
2023-12-28,UBI.PA,23.0900
2023-12-27,UBI.PA,23.3400
2023-12-22,UBI.PA,23.7300
2023-12-21,UBI.PA,24.0800
2023-12-20,UBI.PA,24.0200
2023-12-19,UBI.PA,24.0200
2023-12-18,UBI.PA,23.7300
2023-12-15,UBI.PA,23.9200
2023-12-14,UBI.PA,23.8800
2023-12-13,UBI.PA,23.4200
2023-12-12,UBI.PA,23.3200
2023-12-11,UBI.PA,24.0500
2023-12-08,UBI.PA,24.3000
2023-12-07,UBI.PA,24.9100
2023-12-06,UBI.PA,24.8900
2023-12-05,UBI.PA,24.8300
2023-12-04,UBI.PA,25.0200
2023-12-01,UBI.PA,25.9000
2023-11-30,UBI.PA,26.1300
2023-11-29,UBI.PA,26.5000
2023-11-28,UBI.PA,26.7800
2023-11-27,UBI.PA,29.4200
2023-11-24,UBI.PA,29.6500
2023-11-23,UBI.PA,29.6400
2023-11-22,UBI.PA,30.0000
2023-11-21,UBI.PA,30.2600
2023-11-20,UBI.PA,30.1300
2023-11-17,UBI.PA,29.7300
2023-11-16,UBI.PA,29.6100
2023-11-15,UBI.PA,29.9500
2023-11-14,UBI.PA,30.0500
2023-11-13,UBI.PA,29.4800
2023-11-10,UBI.PA,29.1500
2023-11-09,UBI.PA,29.5200
2023-11-08,UBI.PA,28.5500
2023-11-07,UBI.PA,28.4000
2023-11-06,UBI.PA,28.1000
2023-11-03,UBI.PA,28.3700
2023-11-02,UBI.PA,27.8800
2023-11-01,UBI.PA,27.0900
2023-10-31,UBI.PA,26.8800
2023-10-30,UBI.PA,26.4000
2023-10-27,UBI.PA,27.1800
2023-10-26,UBI.PA,25.9400
2023-10-25,UBI.PA,25.9000
2023-10-24,UBI.PA,26.8600
2023-10-23,UBI.PA,26.7800
2025-03-14,NTES,102.8000
2025-03-13,NTES,103.5400
2025-03-12,NTES,104.8800
2025-03-11,NTES,104.4200
2025-03-10,NTES,102.4000
2025-03-07,NTES,102.7800
2025-03-06,NTES,101.9900
2025-03-05,NTES,103.1600
2025-03-04,NTES,100.6000
2025-03-03,NTES,96.6300
2025-02-28,NTES,99.7200
2025-02-27,NTES,100.4500
2025-02-26,NTES,101.2700
2025-02-25,NTES,99.6100
2025-02-24,NTES,98.8900
2025-02-21,NTES,103.2200
2025-02-20,NTES,101.4200
2025-02-19,NTES,104.1700
2025-02-18,NTES,104.6300
2025-02-14,NTES,103.5000
2025-02-13,NTES,104.8100
2025-02-12,NTES,109.1400
2025-02-11,NTES,105.4900
2025-02-10,NTES,104.9300
2025-02-07,NTES,104.1700
2025-02-06,NTES,103.2050
2025-02-05,NTES,101.2700
2025-02-04,NTES,101.2100
2025-02-03,NTES,103.6700
2025-01-31,NTES,102.8500
2025-01-30,NTES,104.8800
2025-01-29,NTES,100.8900
2025-01-28,NTES,103.4200
2025-01-27,NTES,101.9500
2025-01-24,NTES,103.1800
2025-01-23,NTES,99.4500
2025-01-22,NTES,99.5200
2025-01-21,NTES,100.7100
2025-01-17,NTES,99.7600
2025-01-16,NTES,99.3100
2025-01-15,NTES,103.9200
2025-01-14,NTES,96.0300
2025-01-13,NTES,94.2500
2025-01-10,NTES,91.1100
2025-01-08,NTES,92.2800
2025-01-07,NTES,89.7200
2025-01-06,NTES,88.2200
2025-01-03,NTES,88.2500
2025-01-02,NTES,87.7600
2024-12-31,NTES,89.2100
2024-12-30,NTES,89.2500
2024-12-27,NTES,91.4800
2024-12-26,NTES,92.3100
2024-12-24,NTES,92.2200
2024-12-23,NTES,92.3700
2024-12-20,NTES,92.0900
2024-12-19,NTES,91.8100
2024-12-18,NTES,91.4000
2024-12-17,NTES,93.6300
2024-12-16,NTES,93.3400
2024-12-13,NTES,95.4500
2024-12-12,NTES,96.2800
2024-12-11,NTES,96.9000
2024-12-10,NTES,96.4800
2024-12-09,NTES,100.9600
2024-12-06,NTES,91.2900
2024-12-05,NTES,90.3600
2024-12-04,NTES,90.7900
2024-12-03,NTES,89.3600
2024-12-02,NTES,88.8700
2024-11-29,NTES,87.4800
2024-11-27,NTES,86.5600
2024-11-26,NTES,86.2100
2024-11-25,NTES,85.4000
2024-11-22,NTES,86.4500
2024-11-21,NTES,88.6400
2024-11-20,NTES,87.5300
2024-11-19,NTES,85.6800
2024-11-18,NTES,88.2600
2024-11-15,NTES,85.4900
2024-11-14,NTES,84.2200
2024-11-13,NTES,76.2800
2024-11-12,NTES,78.4700
2024-11-11,NTES,77.6100
2024-11-08,NTES,76.7600
2024-11-07,NTES,81.1600
2024-11-06,NTES,80.0000
2024-11-05,NTES,80.1800
2024-11-04,NTES,79.0400
2024-11-01,NTES,79.1200
2024-10-31,NTES,80.5100
2024-10-30,NTES,80.7000
2024-10-29,NTES,82.3200
2024-10-28,NTES,81.0800
2024-10-25,NTES,79.7400
2024-10-24,NTES,78.8900
2024-10-23,NTES,80.0500
2024-10-22,NTES,81.0400
2024-10-21,NTES,81.2900
2024-10-18,NTES,82.4200
2024-10-17,NTES,79.7300
2024-10-16,NTES,81.8600
2024-10-15,NTES,82.0500
2024-10-14,NTES,85.0100
2024-10-11,NTES,88.3500
2024-10-10,NTES,88.0850
2024-10-09,NTES,89.0800
2024-10-08,NTES,94.4300
2024-10-07,NTES,99.5500
2024-10-04,NTES,102.3300
2024-10-03,NTES,101.4600
2024-10-02,NTES,104.2600
2024-10-01,NTES,96.6400
2024-09-30,NTES,93.5100
2024-09-27,NTES,93.5800
